granularity;manufacturer;device;series;manufacturer_type;catalog_number;rated_current_A;poles_total;poles_protected;pole_configuration;characteristic;breaking_capacity_kA;residual_current_mA;rcd_type;voltage_type;heat_loss_W;heat_loss_basis;catalog_status;verification;notes;source_url
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M D10 AC 300mA;;10;1;1;1P;D;10;300;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M D10 AC 30mA;;10;1;1;1P;D;10;30;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M B13 AC 100mA;;13;1;1;1P;B;10;100;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M B13 AC 300mA;;13;1;1;1P;B;10;300;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M B13 AC 30mA;;13;1;1;1P;B;10;30;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M C13 AC 100mA;;13;1;1;1P;C;10;100;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M C13 AC 300mA;;13;1;1;1P;C;10;300;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M C13 AC 30mA;;13;1;1;1P;C;10;30;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M D13 AC 100mA;;13;1;1;1P;D;10;100;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M D13 AC 300mA;;13;1;1;1P;D;10;300;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M D13 AC 30mA;;13;1;1;1P;D;10;30;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M B15 AC 100mA;;15;1;1;1P;B;10;100;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M B15 AC 300mA;;15;1;1;1P;B;10;300;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M B15 AC 30mA;;15;1;1;1P;B;10;30;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M C15 AC 100mA;;15;1;1;1P;C;10;100;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M C15 AC 300mA;;15;1;1;1P;C;10;300;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M C15 AC 30mA;;15;1;1;1P;C;10;30;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M D15 AC 100mA;;15;1;1;1P;D;10;100;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M D15 AC 300mA;;15;1;1;1P;D;10;300;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M D15 AC 30mA;;15;1;1;1P;D;10;30;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M B16 AC 100mA;;16;1;1;1P;B;10;100;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M B16 AC 300mA;;16;1;1;1P;B;10;300;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M B16 AC 30mA;;16;1;1;1P;B;10;30;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M C16 AC 100mA;;16;1;1;1P;C;10;100;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M C16 AC 300mA;;16;1;1;1P;C;10;300;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M C16 AC 30mA;;16;1;1;1P;C;10;30;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M D16 AC 100mA;;16;1;1;1P;D;10;100;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M D16 AC 300mA;;16;1;1;1P;D;10;300;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M D16 AC 30mA;;16;1;1;1P;D;10;30;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M B20 AC 100mA;;20;1;1;1P;B;10;100;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M B20 AC 300mA;;20;1;1;1P;B;10;300;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M B20 AC 30mA;;20;1;1;1P;B;10;30;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M C20 AC 100mA;;20;1;1;1P;C;10;100;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M C20 AC 300mA;;20;1;1;1P;C;10;300;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M C20 AC 30mA;;20;1;1;1P;C;10;30;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M D20 AC 100mA;;20;1;1;1P;D;10;100;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M D20 AC 300mA;;20;1;1;1P;D;10;300;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M D20 AC 30mA;;20;1;1;1P;D;10;30;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M B25 AC 100mA;;25;1;1;1P;B;10;100;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M B25 AC 300mA;;25;1;1;1P;B;10;300;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M B25 AC 30mA;;25;1;1;1P;B;10;30;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M C25 AC 100mA;;25;1;1;1P;C;10;100;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M C25 AC 300mA;;25;1;1;1P;C;10;300;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M C25 AC 30mA;;25;1;1;1P;C;10;30;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M D25 AC 100mA;;25;1;1;1P;D;10;100;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M D25 AC 300mA;;25;1;1;1P;D;10;300;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M D25 AC 30mA;;25;1;1;1P;D;10;30;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M B32 AC 100mA;;32;1;1;1P;B;10;100;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M B32 AC 300mA;;32;1;1;1P;B;10;300;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M B32 AC 30mA;;32;1;1;1P;B;10;30;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M C32 AC 100mA;;32;1;1;1P;C;10;100;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M C32 AC 300mA;;32;1;1;1P;C;10;300;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M C32 AC 30mA;;32;1;1;1P;C;10;30;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M D32 AC 100mA;;32;1;1;1P;D;10;100;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M D32 AC 300mA;;32;1;1;1P;D;10;300;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 1M;PEP-10PJ 1M D32 AC 30mA;;32;1;1;1P;D;10;30;AC;AC;;;current;official_family_matrix;"Elektronické RCBO; jednomodulová varianta bez odpínání N dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 2M;PEP-10PJ 2M 1P+N B1 AC 100mA;;1;2;1;1P+N;B;10;100;AC;AC;;;current;official_family_matrix;"Dvoumodulová varianta; kombinace dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 2M;PEP-10PJ 2M 1P+N B1 AC 300mA;;1;2;1;1P+N;B;10;300;AC;AC;;;current;official_family_matrix;"Dvoumodulová varianta; kombinace dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 2M;PEP-10PJ 2M 1P+N B1 AC 30mA;;1;2;1;1P+N;B;10;30;AC;AC;;;current;official_family_matrix;"Dvoumodulová varianta; kombinace dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 2M;PEP-10PJ 2M 1P+N C1 AC 100mA;;1;2;1;1P+N;C;10;100;AC;AC;;;current;official_family_matrix;"Dvoumodulová varianta; kombinace dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 2M;PEP-10PJ 2M 1P+N C1 AC 300mA;;1;2;1;1P+N;C;10;300;AC;AC;;;current;official_family_matrix;"Dvoumodulová varianta; kombinace dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 2M;PEP-10PJ 2M 1P+N C1 AC 30mA;;1;2;1;1P+N;C;10;30;AC;AC;;;current;official_family_matrix;"Dvoumodulová varianta; kombinace dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 2M;PEP-10PJ 2M 1P+N D1 AC 100mA;;1;2;1;1P+N;D;10;100;AC;AC;;;current;official_family_matrix;"Dvoumodulová varianta; kombinace dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 2M;PEP-10PJ 2M 1P+N D1 AC 300mA;;1;2;1;1P+N;D;10;300;AC;AC;;;current;official_family_matrix;"Dvoumodulová varianta; kombinace dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 2M;PEP-10PJ 2M 1P+N D1 AC 30mA;;1;2;1;1P+N;D;10;30;AC;AC;;;current;official_family_matrix;"Dvoumodulová varianta; kombinace dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 2M;PEP-10PJ 2M 1P+N B2 AC 100mA;;2;2;1;1P+N;B;10;100;AC;AC;;;current;official_family_matrix;"Dvoumodulová varianta; kombinace dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 2M;PEP-10PJ 2M 1P+N B2 AC 300mA;;2;2;1;1P+N;B;10;300;AC;AC;;;current;official_family_matrix;"Dvoumodulová varianta; kombinace dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 2M;PEP-10PJ 2M 1P+N B2 AC 30mA;;2;2;1;1P+N;B;10;30;AC;AC;;;current;official_family_matrix;"Dvoumodulová varianta; kombinace dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 2M;PEP-10PJ 2M 1P+N C2 AC 100mA;;2;2;1;1P+N;C;10;100;AC;AC;;;current;official_family_matrix;"Dvoumodulová varianta; kombinace dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 2M;PEP-10PJ 2M 1P+N C2 AC 300mA;;2;2;1;1P+N;C;10;300;AC;AC;;;current;official_family_matrix;"Dvoumodulová varianta; kombinace dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 2M;PEP-10PJ 2M 1P+N C2 AC 30mA;;2;2;1;1P+N;C;10;30;AC;AC;;;current;official_family_matrix;"Dvoumodulová varianta; kombinace dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 2M;PEP-10PJ 2M 1P+N D2 AC 100mA;;2;2;1;1P+N;D;10;100;AC;AC;;;current;official_family_matrix;"Dvoumodulová varianta; kombinace dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 2M;PEP-10PJ 2M 1P+N D2 AC 300mA;;2;2;1;1P+N;D;10;300;AC;AC;;;current;official_family_matrix;"Dvoumodulová varianta; kombinace dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 2M;PEP-10PJ 2M 1P+N D2 AC 30mA;;2;2;1;1P+N;D;10;30;AC;AC;;;current;official_family_matrix;"Dvoumodulová varianta; kombinace dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 2M;PEP-10PJ 2M 1P+N B3 AC 100mA;;3;2;1;1P+N;B;10;100;AC;AC;;;current;official_family_matrix;"Dvoumodulová varianta; kombinace dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
variant;BONEGA;Jističochránič;PEP-10PJ 2M;PEP-10PJ 2M 1P+N B3 AC 300mA;;3;2;1;1P+N;B;10;300;AC;AC;;;current;official_family_matrix;"Dvoumodulová varianta; kombinace dle výrobce.";https://www.bonega.cz/elektro/pep_chranicojistic_rcbo_10ka/obchod-sortiment.htm
